key,备注,强化id,强化属性方案id,等级,增加固定属性,增加百分比属性(万分比）,属性1,值1,属性2,值2,百分比1,值1,百分比2,值2
10113_30,,10113_30,10113,30,物理攻击_495;法术攻击_396,,物理攻击,495,法术攻击,396,,,,
10113_31,,10113_31,10113,31,物理攻击_511;法术攻击_409,,物理攻击,511,法术攻击,409,,,,
10113_32,,10113_32,10113,32,物理攻击_528;法术攻击_422,,物理攻击,528,法术攻击,422,,,,
10113_33,,10113_33,10113,33,物理攻击_544;法术攻击_435,,物理攻击,544,法术攻击,435,,,,
10113_34,,10113_34,10113,34,物理攻击_561;法术攻击_448,,物理攻击,561,法术攻击,448,,,,
10113_35,,10113_35,10113,35,物理攻击_577;法术攻击_462,,物理攻击,577,法术攻击,462,,,,
10113_36,,10113_36,10113,36,物理攻击_594;法术攻击_475,,物理攻击,594,法术攻击,475,,,,
10113_37,,10113_37,10113,37,物理攻击_610;法术攻击_488,,物理攻击,610,法术攻击,488,,,,
10113_38,,10113_38,10113,38,物理攻击_627;法术攻击_501,,物理攻击,627,法术攻击,501,,,,
10113_39,,10113_39,10113,39,物理攻击_643;法术攻击_514,,物理攻击,643,法术攻击,514,,,,
10113_40,,10113_40,10113,40,物理攻击_660;法术攻击_528,,物理攻击,660,法术攻击,528,,,,
10113_41,,10113_41,10113,41,物理攻击_676;法术攻击_541,,物理攻击,676,法术攻击,541,,,,
10113_42,,10113_42,10113,42,物理攻击_693;法术攻击_554,,物理攻击,693,法术攻击,554,,,,
10113_43,,10113_43,10113,43,物理攻击_709;法术攻击_567,,物理攻击,709,法术攻击,567,,,,
10113_44,,10113_44,10113,44,物理攻击_726;法术攻击_580,,物理攻击,726,法术攻击,580,,,,
10113_45,,10113_45,10113,45,物理攻击_742;法术攻击_594,,物理攻击,742,法术攻击,594,,,,
10113_46,,10113_46,10113,46,物理攻击_759;法术攻击_607,,物理攻击,759,法术攻击,607,,,,
10113_47,,10113_47,10113,47,物理攻击_775;法术攻击_620,,物理攻击,775,法术攻击,620,,,,
10113_48,,10113_48,10113,48,物理攻击_792;法术攻击_633,,物理攻击,792,法术攻击,633,,,,
10113_49,,10113_49,10113,49,物理攻击_808;法术攻击_646,,物理攻击,808,法术攻击,646,,,,
10113_50,,10113_50,10113,50,物理攻击_825;法术攻击_660,,物理攻击,825,法术攻击,660,,,,
10113_51,,10113_51,10113,51,物理攻击_841;法术攻击_673,,物理攻击,841,法术攻击,673,,,,
10113_52,,10113_52,10113,52,物理攻击_858;法术攻击_686,,物理攻击,858,法术攻击,686,,,,
10113_53,,10113_53,10113,53,物理攻击_874;法术攻击_699,,物理攻击,874,法术攻击,699,,,,
10113_54,,10113_54,10113,54,物理攻击_891;法术攻击_712,,物理攻击,891,法术攻击,712,,,,
10113_55,,10113_55,10113,55,物理攻击_907;法术攻击_726,,物理攻击,907,法术攻击,726,,,,
10113_56,,10113_56,10113,56,物理攻击_924;法术攻击_739,,物理攻击,924,法术攻击,739,,,,
10113_57,,10113_57,10113,57,物理攻击_940;法术攻击_752,,物理攻击,940,法术攻击,752,,,,
10113_58,,10113_58,10113,58,物理攻击_957;法术攻击_765,,物理攻击,957,法术攻击,765,,,,
10113_59,,10113_59,10113,59,物理攻击_973;法术攻击_778,,物理攻击,973,法术攻击,778,,,,
10113_60,,10113_60,10113,60,物理攻击_990;法术攻击_792,,物理攻击,990,法术攻击,792,,,,
10113_61,,10113_61,10113,61,物理攻击_1006;法术攻击_805,,物理攻击,1006,法术攻击,805,,,,
10113_62,,10113_62,10113,62,物理攻击_1023;法术攻击_818,,物理攻击,1023,法术攻击,818,,,,
10113_63,,10113_63,10113,63,物理攻击_1039;法术攻击_831,,物理攻击,1039,法术攻击,831,,,,
10113_64,,10113_64,10113,64,物理攻击_1056;法术攻击_844,,物理攻击,1056,法术攻击,844,,,,
10113_65,,10113_65,10113,65,物理攻击_1072;法术攻击_858,,物理攻击,1072,法术攻击,858,,,,
10113_66,,10113_66,10113,66,物理攻击_1089;法术攻击_871,,物理攻击,1089,法术攻击,871,,,,
10113_67,,10113_67,10113,67,物理攻击_1105;法术攻击_884,,物理攻击,1105,法术攻击,884,,,,
10113_68,,10113_68,10113,68,物理攻击_1122;法术攻击_897,,物理攻击,1122,法术攻击,897,,,,
10113_69,,10113_69,10113,69,物理攻击_1138;法术攻击_910,,物理攻击,1138,法术攻击,910,,,,
10113_70,,10113_70,10113,70,物理攻击_1155;法术攻击_924,,物理攻击,1155,法术攻击,924,,,,
10113_71,,10113_71,10113,71,物理攻击_1171;法术攻击_937,,物理攻击,1171,法术攻击,937,,,,
10113_72,,10113_72,10113,72,物理攻击_1188;法术攻击_950,,物理攻击,1188,法术攻击,950,,,,
10113_73,,10113_73,10113,73,物理攻击_1204;法术攻击_963,,物理攻击,1204,法术攻击,963,,,,
10113_74,,10113_74,10113,74,物理攻击_1221;法术攻击_976,,物理攻击,1221,法术攻击,976,,,,
10113_75,,10113_75,10113,75,物理攻击_1237;法术攻击_990,,物理攻击,1237,法术攻击,990,,,,
10113_76,,10113_76,10113,76,物理攻击_1254;法术攻击_1003,,物理攻击,1254,法术攻击,1003,,,,
10113_77,,10113_77,10113,77,物理攻击_1270;法术攻击_1016,,物理攻击,1270,法术攻击,1016,,,,
10113_78,,10113_78,10113,78,物理攻击_1287;法术攻击_1029,,物理攻击,1287,法术攻击,1029,,,,
10113_79,,10113_79,10113,79,物理攻击_1303;法术攻击_1042,,物理攻击,1303,法术攻击,1042,,,,
10113_80,,10113_80,10113,80,物理攻击_1320;法术攻击_1056,,物理攻击,1320,法术攻击,1056,,,,
10113_81,,10113_81,10113,81,物理攻击_1336;法术攻击_1069,,物理攻击,1336,法术攻击,1069,,,,
10113_82,,10113_82,10113,82,物理攻击_1353;法术攻击_1082,,物理攻击,1353,法术攻击,1082,,,,
10113_83,,10113_83,10113,83,物理攻击_1369;法术攻击_1095,,物理攻击,1369,法术攻击,1095,,,,
10113_84,,10113_84,10113,84,物理攻击_1386;法术攻击_1108,,物理攻击,1386,法术攻击,1108,,,,
10113_85,,10113_85,10113,85,物理攻击_1402;法术攻击_1122,,物理攻击,1402,法术攻击,1122,,,,
10113_86,,10113_86,10113,86,物理攻击_1419;法术攻击_1135,,物理攻击,1419,法术攻击,1135,,,,
10113_87,,10113_87,10113,87,物理攻击_1435;法术攻击_1148,,物理攻击,1435,法术攻击,1148,,,,
10113_88,,10113_88,10113,88,物理攻击_1452;法术攻击_1161,,物理攻击,1452,法术攻击,1161,,,,
10113_89,,10113_89,10113,89,物理攻击_1468;法术攻击_1174,,物理攻击,1468,法术攻击,1174,,,,
10113_90,,10113_90,10113,90,物理攻击_1485;法术攻击_1188,,物理攻击,1485,法术攻击,1188,,,,
10114_1,,10114_1,10114,1,生命_26,,生命,26,,0,,,,
10114_2,,10114_2,10114,2,生命_53,,生命,53,,0,,,,
10114_3,,10114_3,10114,3,生命_79,,生命,79,,0,,,,
10114_4,,10114_4,10114,4,生命_106,,生命,106,,0,,,,
10114_5,,10114_5,10114,5,生命_132,,生命,132,,0,,,,
10114_6,,10114_6,10114,6,生命_159,,生命,159,,0,,,,
10114_7,,10114_7,10114,7,生命_185,,生命,185,,0,,,,
10114_8,,10114_8,10114,8,生命_212,,生命,212,,0,,,,
10114_9,,10114_9,10114,9,生命_238,,生命,238,,0,,,,
10114_10,,10114_10,10114,10,生命_265,,生命,265,,0,,,,
10114_11,,10114_11,10114,11,生命_291,,生命,291,,0,,,,
10114_12,,10114_12,10114,12,生命_318,,生命,318,,0,,,,
10114_13,,10114_13,10114,13,生命_344,,生命,344,,0,,,,
10114_14,,10114_14,10114,14,生命_371,,生命,371,,0,,,,
10114_15,,10114_15,10114,15,生命_397,,生命,397,,0,,,,
10114_16,,10114_16,10114,16,生命_424,,生命,424,,0,,,,
10114_17,,10114_17,10114,17,生命_450,,生命,450,,0,,,,
10114_18,,10114_18,10114,18,生命_477,,生命,477,,0,,,,
10114_19,,10114_19,10114,19,生命_503,,生命,503,,0,,,,
10114_20,,10114_20,10114,20,生命_530,,生命,530,,0,,,,
10114_21,,10114_21,10114,21,生命_556,,生命,556,,0,,,,
10114_22,,10114_22,10114,22,生命_583,,生命,583,,0,,,,
10114_23,,10114_23,10114,23,生命_609,,生命,609,,0,,,,
10114_24,,10114_24,10114,24,生命_636,,生命,636,,0,,,,
10114_25,,10114_25,10114,25,生命_662,,生命,662,,0,,,,
10114_26,,10114_26,10114,26,生命_689,,生命,689,,0,,,,
10114_27,,10114_27,10114,27,生命_715,,生命,715,,0,,,,
10114_28,,10114_28,10114,28,生命_742,,生命,742,,0,,,,
10114_29,,10114_29,10114,29,生命_768,,生命,768,,0,,,,
10114_30,,10114_30,10114,30,生命_795,,生命,795,,0,,,,
10114_31,,10114_31,10114,31,生命_821,,生命,821,,0,,,,
10114_32,,10114_32,10114,32,生命_848,,生命,848,,0,,,,
10114_33,,10114_33,10114,33,生命_874,,生命,874,,0,,,,
10114_34,,10114_34,10114,34,生命_901,,生命,901,,0,,,,
10114_35,,10114_35,10114,35,生命_927,,生命,927,,0,,,,
10114_36,,10114_36,10114,36,生命_954,,生命,954,,0,,,,
10114_37,,10114_37,10114,37,生命_980,,生命,980,,0,,,,
10114_38,,10114_38,10114,38,生命_1007,,生命,1007,,0,,,,
10114_39,,10114_39,10114,39,生命_1033,,生命,1033,,0,,,,
10114_40,,10114_40,10114,40,生命_1060,,生命,1060,,0,,,,
10114_41,,10114_41,10114,41,生命_1086,,生命,1086,,0,,,,
10114_42,,10114_42,10114,42,生命_1113,,生命,1113,,0,,,,
10114_43,,10114_43,10114,43,生命_1139,,生命,1139,,0,,,,
10114_44,,10114_44,10114,44,生命_1166,,生命,1166,,0,,,,
10114_45,,10114_45,10114,45,生命_1192,,生命,1192,,0,,,,
10114_46,,10114_46,10114,46,生命_1219,,生命,1219,,0,,,,
10114_47,,10114_47,10114,47,生命_1245,,生命,1245,,0,,,,
10114_48,,10114_48,10114,48,生命_1272,,生命,1272,,0,,,,
10114_49,,10114_49,10114,49,生命_1298,,生命,1298,,0,,,,
10114_50,,10114_50,10114,50,生命_1325,,生命,1325,,0,,,,
10114_51,,10114_51,10114,51,生命_1351,,生命,1351,,0,,,,
10114_52,,10114_52,10114,52,生命_1378,,生命,1378,,0,,,,
10114_53,,10114_53,10114,53,生命_1404,,生命,1404,,0,,,,
10114_54,,10114_54,10114,54,生命_1431,,生命,1431,,0,,,,
10114_55,,10114_55,10114,55,生命_1457,,生命,1457,,0,,,,
10114_56,,10114_56,10114,56,生命_1484,,生命,1484,,0,,,,
10114_57,,10114_57,10114,57,生命_1510,,生命,1510,,0,,,,
10114_58,,10114_58,10114,58,生命_1537,,生命,1537,,0,,,,
10114_59,,10114_59,10114,59,生命_1563,,生命,1563,,0,,,,
10114_60,,10114_60,10114,60,生命_1590,,生命,1590,,0,,,,
10114_61,,10114_61,10114,61,生命_1616,,生命,1616,,0,,,,
10114_62,,10114_62,10114,62,生命_1643,,生命,1643,,0,,,,
10114_63,,10114_63,10114,63,生命_1669,,生命,1669,,0,,,,
10114_64,,10114_64,10114,64,生命_1696,,生命,1696,,0,,,,
10114_65,,10114_65,10114,65,生命_1722,,生命,1722,,0,,,,
10114_66,,10114_66,10114,66,生命_1749,,生命,1749,,0,,,,
10114_67,,10114_67,10114,67,生命_1775,,生命,1775,,0,,,,
10114_68,,10114_68,10114,68,生命_1802,,生命,1802,,0,,,,
10114_69,,10114_69,10114,69,生命_1828,,生命,1828,,0,,,,
10114_70,,10114_70,10114,70,生命_1855,,生命,1855,,0,,,,
10114_71,,10114_71,10114,71,生命_1881,,生命,1881,,0,,,,
10114_72,,10114_72,10114,72,生命_1908,,生命,1908,,0,,,,
10114_73,,10114_73,10114,73,生命_1934,,生命,1934,,0,,,,
10114_74,,10114_74,10114,74,生命_1961,,生命,1961,,0,,,,
10114_75,,10114_75,10114,75,生命_1987,,生命,1987,,0,,,,
10114_76,,10114_76,10114,76,生命_2014,,生命,2014,,0,,,,
10114_77,,10114_77,10114,77,生命_2040,,生命,2040,,0,,,,
10114_78,,10114_78,10114,78,生命_2067,,生命,2067,,0,,,,
10114_79,,10114_79,10114,79,生命_2093,,生命,2093,,0,,,,
10114_80,,10114_80,10114,80,生命_2120,,生命,2120,,0,,,,
10114_81,,10114_81,10114,81,生命_2146,,生命,2146,,0,,,,
10114_82,,10114_82,10114,82,生命_2173,,生命,2173,,0,,,,
10114_83,,10114_83,10114,83,生命_2199,,生命,2199,,0,,,,
10114_84,,10114_84,10114,84,生命_2226,,生命,2226,,0,,,,
10114_85,,10114_85,10114,85,生命_2252,,生命,2252,,0,,,,
10114_86,,10114_86,10114,86,生命_2279,,生命,2279,,0,,,,
10114_87,,10114_87,10114,87,生命_2305,,生命,2305,,0,,,,
10114_88,,10114_88,10114,88,生命_2332,,生命,2332,,0,,,,
10114_89,,10114_89,10114,89,生命_2358,,生命,2358,,0,,,,
10114_90,,10114_90,10114,90,生命_2385,,生命,2385,,0,,,,
10115_1,,10115_1,10115,1,物理防御_3;生命_13,,物理防御,3,生命,13,,,,
10115_2,,10115_2,10115,2,物理防御_7;生命_26,,物理防御,7,生命,26,,,,
10115_3,,10115_3,10115,3,物理防御_10;生命_39,,物理防御,10,生命,39,,,,
10115_4,,10115_4,10115,4,物理防御_14;生命_53,,物理防御,14,生命,53,,,,
10115_5,,10115_5,10115,5,物理防御_18;生命_66,,物理防御,18,生命,66,,,,
10115_6,,10115_6,10115,6,物理防御_21;生命_79,,物理防御,21,生命,79,,,,
10115_7,,10115_7,10115,7,物理防御_25;生命_92,,物理防御,25,生命,92,,,,
10115_8,,10115_8,10115,8,物理防御_28;生命_106,,物理防御,28,生命,106,,,,
10115_9,,10115_9,10115,9,物理防御_32;生命_119,,物理防御,32,生命,119,,,,
10115_10,,10115_10,10115,10,物理防御_36;生命_132,,物理防御,36,生命,132,,,,
10115_11,,10115_11,10115,11,物理防御_39;生命_145,,物理防御,39,生命,145,,,,
10115_12,,10115_12,10115,12,物理防御_43;生命_159,,物理防御,43,生命,159,,,,
10115_13,,10115_13,10115,13,物理防御_46;生命_172,,物理防御,46,生命,172,,,,
10115_14,,10115_14,10115,14,物理防御_50;生命_185,,物理防御,50,生命,185,,,,
10115_15,,10115_15,10115,15,物理防御_54;生命_198,,物理防御,54,生命,198,,,,
10115_16,,10115_16,10115,16,物理防御_57;生命_212,,物理防御,57,生命,212,,,,
10115_17,,10115_17,10115,17,物理防御_61;生命_225,,物理防御,61,生命,225,,,,
10115_18,,10115_18,10115,18,物理防御_64;生命_238,,物理防御,64,生命,238,,,,
10115_19,,10115_19,10115,19,物理防御_68;生命_251,,物理防御,68,生命,251,,,,
10115_20,,10115_20,10115,20,物理防御_72;生命_265,,物理防御,72,生命,265,,,,
10115_21,,10115_21,10115,21,物理防御_75;生命_278,,物理防御,75,生命,278,,,,
10115_22,,10115_22,10115,22,物理防御_79;生命_291,,物理防御,79,生命,291,,,,
10115_23,,10115_23,10115,23,物理防御_82;生命_304,,物理防御,82,生命,304,,,,
10115_24,,10115_24,10115,24,物理防御_86;生命_318,,物理防御,86,生命,318,,,,
10115_25,,10115_25,10115,25,物理防御_90;生命_331,,物理防御,90,生命,331,,,,
10115_26,,10115_26,10115,26,物理防御_93;生命_344,,物理防御,93,生命,344,,,,
10115_27,,10115_27,10115,27,物理防御_97;生命_357,,物理防御,97,生命,357,,,,
10115_28,,10115_28,10115,28,物理防御_100;生命_371,,物理防御,100,生命,371,,,,
10115_29,,10115_29,10115,29,物理防御_104;生命_384,,物理防御,104,生命,384,,,,
10115_30,,10115_30,10115,30,物理防御_108;生命_397,,物理防御,108,生命,397,,,,
10115_31,,10115_31,10115,31,物理防御_111;生命_410,,物理防御,111,生命,410,,,,
10115_32,,10115_32,10115,32,物理防御_115;生命_424,,物理防御,115,生命,424,,,,
10115_33,,10115_33,10115,33,物理防御_118;生命_437,,物理防御,118,生命,437,,,,
10115_34,,10115_34,10115,34,物理防御_122;生命_450,,物理防御,122,生命,450,,,,
10115_35,,10115_35,10115,35,物理防御_126;生命_463,,物理防御,126,生命,463,,,,
10115_36,,10115_36,10115,36,物理防御_129;生命_477,,物理防御,129,生命,477,,,,
10115_37,,10115_37,10115,37,物理防御_133;生命_490,,物理防御,133,生命,490,,,,
10115_38,,10115_38,10115,38,物理防御_136;生命_503,,物理防御,136,生命,503,,,,
10115_39,,10115_39,10115,39,物理防御_140;生命_516,,物理防御,140,生命,516,,,,
10115_40,,10115_40,10115,40,物理防御_144;生命_530,,物理防御,144,生命,530,,,,
10115_41,,10115_41,10115,41,物理防御_147;生命_543,,物理防御,147,生命,543,,,,
10115_42,,10115_42,10115,42,物理防御_151;生命_556,,物理防御,151,生命,556,,,,
10115_43,,10115_43,10115,43,物理防御_154;生命_569,,物理防御,154,生命,569,,,,
10115_44,,10115_44,10115,44,物理防御_158;生命_583,,物理防御,158,生命,583,,,,
10115_45,,10115_45,10115,45,物理防御_162;生命_596,,物理防御,162,生命,596,,,,
10115_46,,10115_46,10115,46,物理防御_165;生命_609,,物理防御,165,生命,609,,,,
10115_47,,10115_47,10115,47,物理防御_169;生命_622,,物理防御,169,生命,622,,,,
10115_48,,10115_48,10115,48,物理防御_172;生命_636,,物理防御,172,生命,636,,,,
10115_49,,10115_49,10115,49,物理防御_176;生命_649,,物理防御,176,生命,649,,,,
10115_50,,10115_50,10115,50,物理防御_180;生命_662,,物理防御,180,生命,662,,,,
10115_51,,10115_51,10115,51,物理防御_183;生命_675,,物理防御,183,生命,675,,,,
10115_52,,10115_52,10115,52,物理防御_187;生命_689,,物理防御,187,生命,689,,,,
10115_53,,10115_53,10115,53,物理防御_190;生命_702,,物理防御,190,生命,702,,,,
10115_54,,10115_54,10115,54,物理防御_194;生命_715,,物理防御,194,生命,715,,,,
10115_55,,10115_55,10115,55,物理防御_198;生命_728,,物理防御,198,生命,728,,,,
10115_56,,10115_56,10115,56,物理防御_201;生命_742,,物理防御,201,生命,742,,,,
10115_57,,10115_57,10115,57,物理防御_205;生命_755,,物理防御,205,生命,755,,,,
10115_58,,10115_58,10115,58,物理防御_208;生命_768,,物理防御,208,生命,768,,,,
10115_59,,10115_59,10115,59,物理防御_212;生命_781,,物理防御,212,生命,781,,,,
10115_60,,10115_60,10115,60,物理防御_216;生命_795,,物理防御,216,生命,795,,,,
10115_61,,10115_61,10115,61,物理防御_219;生命_808,,物理防御,219,生命,808,,,,
10115_62,,10115_62,10115,62,物理防御_223;生命_821,,物理防御,223,生命,821,,,,
10115_63,,10115_63,10115,63,物理防御_226;生命_834,,物理防御,226,生命,834,,,,
10115_64,,10115_64,10115,64,物理防御_230;生命_848,,物理防御,230,生命,848,,,,
10115_65,,10115_65,10115,65,物理防御_234;生命_861,,物理防御,234,生命,861,,,,
10115_66,,10115_66,10115,66,物理防御_237;生命_874,,物理防御,237,生命,874,,,,
10115_67,,10115_67,10115,67,物理防御_241;生命_887,,物理防御,241,生命,887,,,,
10115_68,,10115_68,10115,68,物理防御_244;生命_901,,物理防御,244,生命,901,,,,
10115_69,,10115_69,10115,69,物理防御_248;生命_914,,物理防御,248,生命,914,,,,
10115_70,,10115_70,10115,70,物理防御_252;生命_927,,物理防御,252,生命,927,,,,
10115_71,,10115_71,10115,71,物理防御_255;生命_940,,物理防御,255,生命,940,,,,
10115_72,,10115_72,10115,72,物理防御_259;生命_954,,物理防御,259,生命,954,,,,
10115_73,,10115_73,10115,73,物理防御_262;生命_967,,物理防御,262,生命,967,,,,
10115_74,,10115_74,10115,74,物理防御_266;生命_980,,物理防御,266,生命,980,,,,
10115_75,,10115_75,10115,75,物理防御_270;生命_993,,物理防御,270,生命,993,,,,
10115_76,,10115_76,10115,76,物理防御_273;生命_1007,,物理防御,273,生命,1007,,,,
10115_77,,10115_77,10115,77,物理防御_277;生命_1020,,物理防御,277,生命,1020,,,,
10115_78,,10115_78,10115,78,物理防御_280;生命_1033,,物理防御,280,生命,1033,,,,
10115_79,,10115_79,10115,79,物理防御_284;生命_1046,,物理防御,284,生命,1046,,,,
10115_80,,10115_80,10115,80,物理防御_288;生命_1060,,物理防御,288,生命,1060,,,,
10115_81,,10115_81,10115,81,物理防御_291;生命_1073,,物理防御,291,生命,1073,,,,
10115_82,,10115_82,10115,82,物理防御_295;生命_1086,,物理防御,295,生命,1086,,,,
10115_83,,10115_83,10115,83,物理防御_298;生命_1099,,物理防御,298,生命,1099,,,,
10115_84,,10115_84,10115,84,物理防御_302;生命_1113,,物理防御,302,生命,1113,,,,
10115_85,,10115_85,10115,85,物理防御_306;生命_1126,,物理防御,306,生命,1126,,,,
10115_86,,10115_86,10115,86,物理防御_309;生命_1139,,物理防御,309,生命,1139,,,,
